#@RPOL@[ANGLE=] 2
# Note: first line starting with "#@RPOL@" is required for automatic 
# 1-D/2-D interpolation and table format switching (default is 1-D).
# The string in brackets identifies how the row with angle values, y,
# (in degrees) has to start, wavelengths being the leading x column.
#
# Angle-dependent reflectivity for ASTRI mirrors.
# Contributed by Giorgia Sironi, 2018-01-17.
#
# Wavelenght[]  0deg    10deg   20deg   30deg   40deg   50deg   60deg   70deg   80deg
#
ANGLE=     0              10              20              30              40              50              60              70              80
#
# x[i]  z[0][i]         z[1][i]         .... 
#
676     0.8329296       0.8306647       0.8241187       0.814264        0.8030791       0.7926919       0.7826493       0.7671747       0.7436978
677     0.8319793       0.8297101       0.8231554       0.8132963       0.8021092       0.7916806       0.781449        0.7653532       0.7395255
678     0.8310303       0.828757        0.8221942       0.8123315       0.8011431       0.7906738       0.7802545       0.7635403       0.7353338
679     0.8300826       0.8278055       0.8212351       0.8113698       0.800181        0.7896717       0.7790661       0.7617369       0.731127
680     0.8291364       0.8268556       0.8202783       0.8104112       0.799223        0.7886745       0.777884        0.7599439       0.7269097
681     0.8281913       0.8259071       0.8193234       0.8094554       0.7982686       0.7876816       0.7767073       0.7581585       0.7226722
682     0.8272478       0.8249603       0.8183709       0.808503        0.7973184       0.7866938       0.7755375       0.7563854       0.7184341
683     0.826306        0.8240154       0.8174209       0.8075539       0.7963726       0.7857113       0.7743749       0.7546256       0.7142011
684     0.8253659       0.8230725       0.8164735       0.8066084       0.7954313       0.7847342       0.7732199       0.7528801       0.709979
685     0.8244275       0.8221315       0.8155287       0.8056664       0.7944944       0.7837626       0.7720728       0.7511499       0.7057736
686     0.8234914       0.821193        0.814587        0.8047285       0.7935627       0.7827972       0.770935        0.7494393       0.7016057
687     0.8225571       0.8202565       0.813648        0.8037942       0.7926355       0.7818376       0.7698056       0.7477457       0.6974669
688     0.8216248       0.8193223       0.8127119       0.8028637       0.7917132       0.7808838       0.7686847       0.7460701       0.6933638
689     0.8206664       0.8183618       0.8117492       0.8019062       0.7907632       0.7799022       0.7675378       0.7443774       0.6892698
690     0.8195898       0.817282        0.8106639       0.8008211       0.7896799       0.7787824       0.7662508       0.7425512       0.6850825
691     0.818515        0.8162042       0.8095812       0.7997396       0.7886014       0.7776687       0.7649729       0.7407451       0.6809498
692     0.817442        0.8151285       0.8085014       0.798662        0.7875278       0.7765612       0.7637046       0.73896         0.676879
693     0.8163711       0.8140551       0.8074244       0.7975882       0.7864592       0.7754601       0.762446        0.7371968       0.6728772
694     0.8153021       0.8129838       0.8063504       0.7965185       0.7853957       0.7743655       0.7611974       0.7354565       0.6689518
695     0.8142353       0.811915        0.8052794       0.7954528       0.7843374       0.7732775       0.7599591       0.73374         0.6651098
696     0.8131707       0.8108486       0.8042116       0.7943912       0.7832843       0.7721962       0.7587315       0.7320482       0.6613586
697     0.8121084       0.8097847       0.803147        0.7933339       0.7822367       0.7711219       0.7575147       0.730382        0.6577055
698     0.8110484       0.8087234       0.8020857       0.7922809       0.7811945       0.7700546       0.7563091       0.7287423       0.6541571
699     0.8099908       0.8076647       0.8010277       0.7912322       0.7801578       0.7689944       0.7551149       0.7271298       0.6507205
700     0.8089357       0.8066088       0.7999731       0.790188        0.7791268       0.7679415       0.7539323       0.7255455       0.6474025
701     0.8078841       0.8055567       0.798923        0.7891492       0.7781021       0.7668966       0.7527625       0.7239919       0.6442156
702     0.8068352       0.8045074       0.7978764       0.7881149       0.7770831       0.7658592       0.7516048       0.7224678       0.6411592
703     0.8057891       0.8034611       0.7968336       0.7870853       0.7760701       0.7648294       0.7504596       0.7209741       0.6382392
704     0.8047457       0.8024178       0.7957944       0.7860605       0.775063        0.7638074       0.7493269       0.7195115       0.6354612
705     0.8037051       0.8013777       0.7947591       0.7850405       0.7740619       0.7627932       0.7482071       0.7180807       0.6328305
706     0.8026676       0.8003407       0.7937276       0.7840255       0.773067        0.761787        0.7471004       0.7166824       0.6303518
707     0.801633        0.799307        0.7927001       0.7830154       0.7720782       0.7607889       0.746007        0.7153171       0.6280296
708     0.8006015       0.7982766       0.7916767       0.7820104       0.7710957       0.759799        0.7449272       0.7139856       0.6258678
709     0.7994576       0.7971329       0.7905373       0.7808858       0.7699897       0.7586825       0.7437209       0.7125411       0.6237208
710     0.7982059       0.7958805       0.789287        0.7796469       0.7687658       0.7574455       0.7423947       0.7109908       0.6216001
711     0.7969586       0.7946329       0.7880421       0.7784144       0.7675496       0.7562184       0.7410843       0.7094783       0.6196544
712     0.795715        0.7933892       0.7868019       0.7771879       0.7663408       0.7550008       0.7397893       0.7080031       0.617883
713     0.7944751       0.7921494       0.7855665       0.7759673       0.7651394       0.7537929       0.73851         0.7065656       0.6162874
714     0.793239        0.7909137       0.784336        0.7747528       0.7639455       0.7525948       0.7372465       0.7051665       0.6148688
715     0.7920067       0.7896822       0.7831104       0.7735444       0.7627592       0.7514066       0.7359992       0.703806        0.6136276
716     0.7907784       0.788455        0.7818899       0.7723423       0.7615805       0.7502285       0.7347681       0.7024847       0.6125639
717     0.7895542       0.787232        0.7806745       0.7711465       0.7604097       0.7490605       0.7335536       0.7012029       0.6116769
718     0.7883341       0.7860135       0.7794644       0.7699571       0.7592467       0.7479028       0.7323557       0.6999609       0.6109657
719     0.7871182       0.7847995       0.7782596       0.7687741       0.7580916       0.7467555       0.7311747       0.698759        0.6104286
720     0.7859067       0.7835901       0.7770601       0.7675978       0.7569446       0.7456186       0.7300108       0.6975975       0.6100636
721     0.7846988       0.7823847       0.7758656       0.7664277       0.7558055       0.7444924       0.7288643       0.6964774       0.6098744
722     0.7834954       0.7811841       0.7746767       0.7652644       0.7546747       0.743377        0.7277352       0.6953984       0.6098535
723     0.7822967       0.7799884       0.7734934       0.7641079       0.7535522       0.7422724       0.7266239       0.6943606       0.6099974
724     0.7811026       0.7787976       0.7723159       0.7629583       0.7524382       0.7411789       0.7255303       0.6933641       0.6103025
725     0.7799133       0.7776119       0.7711443       0.7618157       0.7513325       0.7400963       0.7244547       0.692409        0.6107645
726     0.7787288       0.7764313       0.7699785       0.7606802       0.7502355       0.739025        0.7233971       0.6914953       0.6113791
727     0.7775493       0.7752559       0.7688188       0.7595519       0.7491471       0.7379648       0.7223577       0.6906229       0.6121415
728     0.7763748       0.7740858       0.7676651       0.7584308       0.7480673       0.7369161       0.7213365       0.6897918       0.6130466
729     0.7752054       0.7729211       0.7665176       0.7573169       0.7469963       0.7358787       0.7203337       0.6890019       0.6140893
730     0.7738118       0.7715303       0.7651383       0.755963        0.7456762       0.7345846       0.7190708       0.6879587       0.6149345
731     0.7723145       0.7700349       0.7636522       0.7544988       0.7442421       0.7331741       0.717693        0.6868134       0.6157327
732     0.7708205       0.7685431       0.7621705       0.7530403       0.7428152       0.7317737       0.716332        0.6857063       0.6166452
733     0.76933         0.767055        0.7606933       0.7515875       0.7413957       0.7303834       0.7149881       0.6846372       0.617667
734     0.767843        0.7655708       0.7592209       0.7501407       0.7399837       0.7290033       0.7136612       0.683606        0.6187931
735     0.7663596       0.7640906       0.7577532       0.7486998       0.7385793       0.7276337       0.7123516       0.6826125       0.6200184
736     0.76488         0.7626144       0.7562903       0.747265        0.7371826       0.7262745       0.7110592       0.6816566       0.6213377
737     0.7634043       0.7611423       0.7548325       0.7458364       0.7357937       0.7249258       0.7097843       0.6807379       0.6227462
738     0.7619325       0.7596745       0.7533797       0.744414        0.7344126       0.7235878       0.7085268       0.6798562       0.6242386
739     0.7604648       0.758211        0.751932        0.742998        0.7330395       0.7222606       0.7072868       0.6790112       0.62581
740     0.7590012       0.756752        0.7504896       0.7415884       0.7316744       0.7209442       0.7060645       0.6782026       0.6274556
741     0.7575425       0.755298        0.7490529       0.7401856       0.7303173       0.7196384       0.7048591       0.6774279       0.6291611
742     0.7560881       0.7538486       0.7476217       0.7387893       0.7289685       0.7183435       0.7036712       0.6766886       0.6309308
743     0.7546381       0.752404        0.7461959       0.7373997       0.7276278       0.7170597       0.702501        0.6759845       0.6327601
744     0.7531926       0.7509642       0.7447757       0.7360169       0.7262955       0.715787        0.7013486       0.675315        0.6346443
745     0.7517517       0.7495292       0.7433612       0.7346409       0.7249716       0.7145254       0.7002137       0.6746799       0.6365795
746     0.7503155       0.7480992       0.7419525       0.7332717       0.7236561       0.7132751       0.6990967       0.6740786       0.6385611
747     0.7488841       0.7466742       0.7405495       0.7319096       0.7223491       0.712036        0.6979973       0.6735107       0.6405851
748     0.7474576       0.7452544       0.7391525       0.7305545       0.7210507       0.7108084       0.6969157       0.6729758       0.6426476
749     0.746036        0.7438399       0.7377615       0.7292065       0.719761        0.7095921       0.6958517       0.6724733       0.6447446
750     0.7446195       0.7424306       0.7363766       0.7278657       0.7184801       0.7083873       0.6948055       0.6720027       0.6468725
751     0.7432081       0.7410268       0.7349979       0.7265322       0.7172079       0.707194        0.6937769       0.6715635       0.6490278
752     0.7418609       0.7396876       0.7336848       0.7252656       0.7160039       0.706071        0.6928223       0.6712008       0.6512018
753     0.7405622       0.7383972       0.7324214       0.7240498       0.7148519       0.7050018       0.6919253       0.6708995       0.6533893
754     0.739267        0.7371105       0.7311624       0.7228393       0.7137065       0.7039416       0.6910428       0.6706239       0.6555907
755     0.7379755       0.7358278       0.729908        0.7216343       0.7125679       0.7028906       0.6901748       0.6703735       0.6578035
756     0.7366877       0.7345491       0.7286582       0.7204348       0.711436        0.7018487       0.6893211       0.6701479       0.660025
757     0.7354037       0.7332744       0.7274129       0.7192408       0.7103109       0.7008159       0.6884818       0.6699464       0.6622529
758     0.7341237       0.7320037       0.7261724       0.7180524       0.7091926       0.6997924       0.6876568       0.6697686       0.6644849
759     0.7328476       0.7307373       0.7249367       0.7168696       0.7080813       0.6987781       0.686846        0.669614        0.6667188
760     0.7315755       0.7294751       0.7237058       0.7156926       0.7069769       0.697773        0.6860494       0.6694821       0.6689527
761     0.7303069       0.7282167       0.7224792       0.7145205       0.7058786       0.6967761       0.6852652       0.669369        0.6711757
762     0.7290425       0.7269626       0.7212576       0.7133543       0.7047872       0.6957884       0.684495        0.6692775       0.673395
763     0.7277823       0.7257129       0.7200408       0.7121939       0.703703        0.6948099       0.6837386       0.6692069       0.6756089
764     0.7265264       0.7244676       0.7188292       0.7110393       0.7026257       0.6938408       0.6829961       0.6691569       0.6778159
765     0.7252748       0.7232269       0.7176226       0.7098906       0.7015556       0.6928809       0.6822673       0.669127        0.6800145
766     0.7240275       0.7219908       0.7164211       0.7087479       0.7004925       0.6919302       0.6815521       0.6691165       0.6822034
767     0.7227847       0.7207593       0.7152249       0.7076112       0.6994367       0.6909889       0.6808505       0.669125        0.6843811
768     0.7215464       0.7195325       0.7140339       0.7064806       0.698388        0.6900569       0.6801623       0.6691519       0.6865467
769     0.7203127       0.7183105       0.7128482       0.705356        0.6973465       0.6891342       0.6794875       0.6691969       0.6886989
770     0.7190835       0.7170933       0.7116678       0.7042375       0.6963123       0.6882207       0.6788259       0.6692593       0.6908368
771     0.71786         0.7158818       0.7104936       0.7031258       0.6952858       0.6873169       0.6781775       0.6693383       0.6929581
772     0.7166411       0.7146752       0.7093248       0.7020203       0.6942666       0.6864223       0.6775421       0.6694338       0.6950632
773     0.7154271       0.7134736       0.7081615       0.700921        0.6932546       0.685537        0.6769197       0.6695453       0.6971515
774     0.7142179       0.7122771       0.7070038       0.699828        0.69225         0.684661        0.67631         0.6696722       0.6992221
775     0.7130109       0.7110828       0.7058485       0.6987377       0.6912487       0.6837895       0.6757071       0.6698052       0.7012583
776     0.7117797       0.7098637       0.7046663       0.6976169       0.6902122       0.6828774       0.6750548       0.6698613       0.7031152
777     0.7105514       0.7086475       0.7034873       0.6965          0.6891806       0.6819719       0.6744121       0.6699284       0.7049531
778     0.7093258       0.7074343       0.7023118       0.6953871       0.6881538       0.681073        0.6737788       0.6700064       0.7067718
779     0.7081031       0.706224        0.7011397       0.6942782       0.687132        0.6801806       0.6731548       0.6700946       0.7085708
780     0.7068833       0.7050169       0.699971        0.6931734       0.686115        0.6792947       0.6725401       0.6701929       0.7103498
781     0.7056664       0.7038128       0.6988058       0.6920726       0.6851031       0.6784154       0.6719345       0.6703007       0.7121087
782     0.7044525       0.7026118       0.6976441       0.6909759       0.684096        0.6775425       0.6713379       0.6704178       0.7138472
783     0.7032416       0.701414        0.696486        0.6898833       0.683094        0.6766762       0.6707503       0.6705438       0.7155651
784     0.7020338       0.7002194       0.6953315       0.6887949       0.6820969       0.6758163       0.6701715       0.6706784       0.7172623
785     0.7008291       0.699028        0.6941805       0.6877106       0.6811048       0.6749629       0.6696014       0.6708211       0.7189386
786     0.6996275       0.6978399       0.6930333       0.6866305       0.6801176       0.6741159       0.6690399       0.6709717       0.7205939
787     0.6984291       0.6966551       0.6918897       0.6855547       0.6791355       0.6732753       0.6684869       0.6711298       0.7222282
788     0.6972339       0.6954737       0.6907498       0.6844831       0.6781585       0.6724411       0.6679423       0.6712951       0.7238415
789     0.696042        0.6942957       0.6896137       0.6834157       0.6771864       0.6716133       0.6674059       0.6714673       0.7254336
790     0.6948534       0.6931211       0.6884813       0.6823526       0.6762194       0.6707919       0.6668778       0.671646        0.7270046
791     0.6936681       0.69195         0.6873528       0.6812938       0.6752574       0.6699767       0.6663577       0.671831        0.7285545
792     0.6924862       0.6907824       0.686228        0.6802393       0.6743005       0.6691679       0.6658456       0.6720219       0.7300833
793     0.6913077       0.6896182       0.6851072       0.6791892       0.6733486       0.6683653       0.6653413       0.6722185       0.7315912
794     0.6901326       0.6884577       0.6839902       0.6781433       0.6724017       0.667569        0.6648448       0.6724205       0.7330782
795     0.688961        0.6873007       0.6828771       0.6771019       0.6714599       0.6667789       0.6643559       0.6726276       0.7345443
796     0.6877929       0.6861474       0.6817679       0.6760648       0.6705232       0.665995        0.6638745       0.6728395       0.7359897
797     0.6866284       0.6849977       0.6806627       0.6750322       0.6695915       0.6652173       0.6634005       0.673056        0.7374145
798     0.6854674       0.6838517       0.6795615       0.6740039       0.6686649       0.6644457       0.6629338       0.6732767       0.7388187
799     0.68431         0.6827095       0.6784643       0.6729801       0.6677433       0.6636802       0.6624743       0.6735015       0.7402026
800     0.6832313       0.6816462       0.677447        0.6720371       0.6669034       0.6629969       0.6620958       0.6737968       0.7416134
801     0.6828322       0.6812645       0.6771163       0.6717864       0.666759        0.6630062       0.662391        0.674699        0.7434344
802     0.6824374       0.6808872       0.67679         0.6715401       0.6666191       0.6630203       0.6626909       0.675601        0.7452315
803     0.682047        0.6805143       0.6764681       0.6712981       0.6664836       0.6630391       0.6629952       0.6765025       0.7470047
804     0.6816608       0.6801456       0.6761505       0.6710605       0.6663525       0.6630625       0.663304        0.6774035       0.7487544
805     0.681279        0.6797813       0.6758373       0.6708272       0.6662258       0.6630905       0.6636171       0.6783036       0.7504807
806     0.6809015       0.6794214       0.6755283       0.6705982       0.6661035       0.6631231       0.6639343       0.6792027       0.7521838
807     0.6805283       0.6790657       0.6752237       0.6703734       0.6659854       0.6631601       0.6642556       0.6801006       0.7538641
808     0.6801593       0.6787142       0.6749233       0.6701529       0.6658716       0.6632015       0.6645809       0.6809972       0.7555217
809     0.6797947       0.6783671       0.6746271       0.6699366       0.665762        0.6632473       0.6649099       0.6818922       0.7571569
810     0.6794342       0.6780242       0.6743352       0.6697244       0.6656566       0.6632974       0.6652427       0.6827855       0.75877
811     0.6790765       0.6776839       0.6740457       0.6695142       0.6655525       0.6633479       0.6655738       0.6836684       0.7603489
812     0.678723        0.6773478       0.6737603       0.669308        0.6654525       0.6634026       0.6659082       0.6845494       0.7619064
813     0.6783736       0.6770159       0.673479        0.6691059       0.6653565       0.6634614       0.6662461       0.6854282       0.7634428
814     0.6780284       0.6766881       0.6732019       0.6689078       0.6652645       0.6635241       0.6665872       0.6863047       0.7649584
815     0.6776873       0.6763645       0.6729288       0.6687138       0.6651765       0.6635908       0.6669314       0.6871788       0.7664532
816     0.6773504       0.6760449       0.6726598       0.6685237       0.6650924       0.6636614       0.6672786       0.6880504       0.7679278
817     0.6770175       0.6757295       0.6723948       0.6683376       0.6650121       0.6637358       0.6676287       0.6889193       0.7693821
818     0.6766888       0.6754181       0.6721339       0.6681554       0.6649358       0.663814        0.6679817       0.6897854       0.7708166
819     0.6763641       0.6751108       0.6718769       0.667977        0.6648632       0.6638958       0.6683374       0.6906486       0.7722315
820     0.6760435       0.6748075       0.671624        0.6678026       0.6647944       0.6639813       0.6686957       0.6915087       0.773627
821     0.6757281       0.6745096       0.6713763       0.6676335       0.664731        0.6640725       0.6690592       0.6923697       0.7750084
822     0.6754168       0.6742157       0.6711327       0.6674682       0.6646714       0.6641671       0.6694252       0.6932273       0.7763707
823     0.6751096       0.6739257       0.6708929       0.6673068       0.6646154       0.6642653       0.6697935       0.6940816       0.7777144
824     0.6748063       0.6736398       0.6706571       0.6671491       0.6645631       0.6643669       0.6701641       0.6949325       0.7790396
825     0.6745071       0.6733579       0.6704252       0.6669952       0.6645144       0.6644719       0.6705368       0.6957798       0.7803466
826     0.6742118       0.6730799       0.6701971       0.666845        0.6644692       0.6645802       0.6709116       0.6966235       0.7816356
827     0.6740789       0.6729646       0.6701326       0.6668591       0.6645886       0.6648516       0.6714434       0.6976044       0.7830093
828     0.6741608       0.6730646       0.6702844       0.6670907       0.6649255       0.6653385       0.6721827       0.6987681       0.7845004
829     0.6742479       0.6731696       0.6704412       0.6673268       0.6652667       0.6658291       0.6729241       0.6999276       0.7859731
830     0.6743401       0.6732798       0.6706029       0.6675676       0.6656121       0.6663234       0.6736675       0.7010829       0.7874278
831     0.6744367       0.6733943       0.6707688       0.6678125       0.6659614       0.6668212       0.6744129       0.7022342       0.7888652
832     0.6745384       0.6735139       0.6709396       0.6680619       0.6663149       0.6673226       0.6751601       0.7033812       0.790285
833     0.6746452       0.6736385       0.6711152       0.6683159       0.6666725       0.6678275       0.675909        0.7045237       0.7916873
834     0.674757        0.6737681       0.6712956       0.6685743       0.6670342       0.6683359       0.6766595       0.7056616       0.7930725
835     0.6748738       0.6739026       0.6714808       0.6688372       0.6674          0.6688477       0.6774116       0.706795        0.7944408
836     0.6749957       0.6740421       0.6716707       0.6691045       0.6677697       0.6693629       0.6781652       0.7079237       0.7957924
837     0.6751225       0.6741865       0.6718654       0.6693762       0.6681434       0.6698813       0.6789202       0.7090477       0.7971276
838     0.6752543       0.6743358       0.6720647       0.6696522       0.6685211       0.670403        0.6796764       0.7101669       0.7984465
839     0.675391        0.6744899       0.6722686       0.6699325       0.6689026       0.6709279       0.6804339       0.7112814       0.7997494
840     0.6755326       0.6746489       0.6724772       0.6702171       0.6692879       0.6714559       0.6811926       0.7123911       0.8010367
841     0.6756805       0.6748141       0.6726919       0.6705076       0.6696789       0.6719891       0.6819551       0.7134994       0.8023123
842     0.6758333       0.674984        0.6729111       0.6708023       0.6700737       0.6725253       0.6827185       0.7146028       0.8035726
843     0.6759909       0.6751588       0.6731349       0.6711012       0.6704721       0.6730646       0.683483        0.7157013       0.8048177
844     0.6761533       0.6753383       0.6733632       0.6714043       0.6708743       0.6736067       0.6842483       0.7167947       0.8060479
845     0.6763204       0.6755225       0.673596        0.6717114       0.6712801       0.6741517       0.6850144       0.7178832       0.8072633
846     0.6764924       0.6757114       0.6738332       0.6720227       0.6716895       0.6746995       0.6857812       0.7189665       0.8084643
847     0.676669        0.6759049       0.6740749       0.672338        0.6721025       0.6752501       0.6865488       0.7200449       0.809651
848     0.6768504       0.6761031       0.6743209       0.6726573       0.672519        0.6758034       0.687317        0.7211181       0.8108236
849     0.6770365       0.6763058       0.6745713       0.6729807       0.672939        0.6763593       0.6880857       0.7221862       0.8119823
850     0.6772272       0.6765132       0.6748261       0.673308        0.6733624       0.6769179       0.6888549       0.7232492       0.8131274
851     0.6774108       0.6767125       0.6750704       0.6736211       0.6737666       0.6774497       0.689585        0.7242534       0.8142023
852     0.6775987       0.6769162       0.6753188       0.6739379       0.674174        0.677984        0.6903156       0.7252531       0.8152653
853     0.6777909       0.677124        0.6755712       0.6742583       0.6745845       0.6785206       0.6910465       0.7262482       0.8163165
854     0.6779874       0.6773361       0.6758276       0.6745824       0.6749982       0.6790596       0.6917779       0.7272387       0.8173562
855     0.6781881       0.6775523       0.6760879       0.67491         0.675415        0.6796008       0.6925096       0.7282247       0.8183844
856     0.679019        0.6783995       0.676981        0.6758715       0.6764633       0.6807641       0.6938367       0.7297369       0.8197705
857     0.6799037       0.6793005       0.6779278       0.6768862       0.677564        0.6819778       0.6952098       0.7312845       0.8211721
858     0.6807952       0.6802082       0.6788809       0.6779066       0.6786696       0.6831953       0.6965842       0.7328276       0.8225615
859     0.6816935       0.6811225       0.6798403       0.6789328       0.6797803       0.6844167       0.6979598       0.7343662       0.8239389
860     0.6825985       0.6820435       0.6808059       0.6799648       0.680896        0.6856417       0.6993366       0.7359003       0.8253044
861     0.6835087       0.6829695       0.6817762       0.6810007       0.6820146       0.6868683       0.7007119       0.7374267       0.8266551
862     0.6844256       0.6839021       0.6827528       0.6820422       0.6831381       0.6880986       0.7020883       0.7389486       0.8279944
863     0.6853492       0.6848412       0.6837355       0.6830894       0.6842665       0.6893324       0.7034657       0.740466        0.8293224
864     0.6862793       0.6857868       0.6847243       0.6841421       0.6853997       0.6905698       0.7048441       0.7419788       0.8306392
865     0.6872161       0.6867388       0.6857192       0.6852004       0.6865376       0.6918107       0.7062234       0.7434872       0.831945
866     0.6881594       0.6876973       0.6867203       0.6862641       0.6876802       0.6930551       0.7076036       0.744991        0.8332399
867     0.6891092       0.6886623       0.6877273       0.6873334       0.6888275       0.6943029       0.7089846       0.7464903       0.8345241
868     0.6900656       0.6896335       0.6887404       0.6884081       0.6899795       0.695554        0.7103664       0.7479851       0.8357978
869     0.6910284       0.6906112       0.6897595       0.6894882       0.691136        0.6968085       0.711749        0.7494753       0.837061
870     0.6919976       0.6915951       0.6907845       0.6905737       0.6922971       0.6980662       0.7131322       0.750961        0.838314
871     0.6929748       0.6925869       0.6918171       0.6916662       0.6934647       0.6993294       0.7145187       0.7524452       0.8395595
872     0.6939583       0.6935849       0.6928555       0.6927641       0.6946367       0.7005957       0.7159057       0.7539248       0.8407949
873     0.6949482       0.6945892       0.6938998       0.6938672       0.6958132       0.7018652       0.7172932       0.7553998       0.8420204
874     0.6959445       0.6955997       0.69495         0.6949756       0.6969941       0.7031377       0.7186813       0.7568703       0.843236
875     0.696947        0.6966163       0.6960059       0.6960891       0.6981794       0.7044133       0.7200698       0.7583362       0.844442
876     0.6979557       0.697639        0.6970676       0.6972079       0.699369        0.7056919       0.7214588       0.7597976       0.8456385
877     0.6989707       0.6986678       0.6981349       0.6983317       0.7005629       0.7069735       0.7228481       0.7612545       0.8468256
878     0.6999918       0.6997027       0.699208        0.6994606       0.701761        0.708258        0.7242378       0.7627069       0.8480034
879     0.7010191       0.7007436       0.7002867       0.7005946       0.7029634       0.7095454       0.7256279       0.7641548       0.8491721
880     0.7020526       0.7017905       0.7013711       0.7017336       0.7041699       0.7108357       0.7270182       0.7655982       0.8503317
881     0.7030905       0.7028418       0.7024594       0.7028759       0.7053787       0.7121266       0.7284063       0.7670345       0.8514802
882     0.7041345       0.703899        0.7035532       0.7040231       0.7065916       0.7134204       0.7297947       0.7684664       0.8526199
883     0.7051845       0.7049621       0.7046526       0.7051752       0.7078086       0.7147168       0.7311833       0.7698938       0.8537511
884     0.7062405       0.706031        0.7057574       0.7063322       0.7090296       0.716016        0.7325721       0.7713169       0.8548737
885     0.7073025       0.7071058       0.7068677       0.7074941       0.7102546       0.7173178       0.733961        0.7727356       0.855988
886     0.7085317       0.7083482       0.7081465       0.7088254       0.7116494       0.7187879       0.7355116       0.7742969       0.8571966
887     0.7100178       0.7098481       0.7096845       0.7104178       0.7133061       0.7205178       0.7373132       0.776081        0.8585547
888     0.7115081       0.711352        0.711226        0.7120128       0.7149643       0.7222478       0.7391117       0.777857        0.8599008
889     0.7130024       0.7128598       0.7127709       0.7136105       0.7166242       0.7239776       0.7409072       0.7796249       0.8612352
890     0.7145007       0.7143715       0.7143191       0.7152108       0.7182856       0.7257073       0.7426995       0.7813846       0.862558
891     0.716003        0.7158869       0.7158707       0.7168136       0.7199484       0.7274368       0.7444886       0.7831363       0.8638692
892     0.7175092       0.7174061       0.7174255       0.7184189       0.7216126       0.7291659       0.7462744       0.7848798       0.8651691
893     0.7190192       0.7189289       0.7189834       0.7200266       0.723278        0.7308947       0.7480569       0.7866153       0.8664578
894     0.7205329       0.7204553       0.7205444       0.7216365       0.7249447       0.7326231       0.7498361       0.7883427       0.8677353
895     0.7220502       0.7219851       0.7221085       0.7232487       0.7266126       0.7343509       0.7516118       0.790062        0.8690019
896     0.7235712       0.7235184       0.7236755       0.7248631       0.7282815       0.7360781       0.753384        0.7917733       0.8702577
897     0.7250957       0.7250551       0.7252453       0.7264796       0.7299515       0.7378047       0.7551527       0.7934765       0.8715028
898     0.7266237       0.7265951       0.726818        0.7280981       0.7316223       0.7395306       0.7569178       0.7951717       0.8727373
899     0.7281551       0.7281382       0.7283934       0.7297186       0.7332941       0.7412557       0.7586793       0.7968588       0.8739613
900     0.7296898       0.7296846       0.7299715       0.731341        0.7349667       0.7429799       0.7604371       0.798538        0.875175
901     0.7312293       0.7312356       0.7315538       0.7329669       0.7366418       0.7447052       0.7621932       0.8002114       0.8763803
902     0.7327719       0.7327896       0.7331386       0.7345945       0.7383176       0.7464294       0.7639456       0.8018768       0.8775753
903     0.7343177       0.7343466       0.7347259       0.7362238       0.739994        0.7481526       0.7656941       0.8035342       0.8787604
904     0.7358666       0.7359064       0.7363156       0.7378548       0.7416709       0.7498747       0.7674387       0.8051836       0.8799355
905     0.7374184       0.7374691       0.7379075       0.7394873       0.7433483       0.7515956       0.7691793       0.8068251       0.8811009
906     0.7389731       0.7390345       0.7395018       0.7411213       0.745026        0.7533152       0.770916        0.8084586       0.8822566
907     0.7405307       0.7406025       0.7410982       0.7427567       0.7467041       0.7550335       0.7726487       0.8100843       0.8834028
908     0.742091        0.7421732       0.7426968       0.7443934       0.7483825       0.7567505       0.7743772       0.8117021       0.8845395
909     0.7436541       0.7437464       0.7442974       0.7460314       0.750061        0.758466        0.7761017       0.813312        0.8856669
910     0.7452197       0.7453221       0.7459          0.7476707       0.7517397       0.76018         0.7778221       0.8149142       0.8867851
911     0.7467865       0.7468986       0.7475029       0.7493094       0.7534167       0.7618906       0.7795363       0.8165066       0.8878928
912     0.7483557       0.7484775       0.7491077       0.7509493       0.7550937       0.7635996       0.7812463       0.8180912       0.8889915
913     0.7499273       0.7500586       0.7507142       0.7525901       0.7567707       0.765307        0.7829521       0.8196682       0.8900814
914     0.7515014       0.7516419       0.7523225       0.7542319       0.7584476       0.7670127       0.7846537       0.8212375       0.8911626
915     0.7530777       0.7532274       0.7539325       0.7558746       0.7601243       0.7687166       0.786351        0.8227992       0.8922351
916     0.7546563       0.754815        0.755544        0.7575182       0.7618007       0.7704186       0.7880439       0.8243532       0.8932991
917     0.756237        0.7564045       0.7571571       0.7591625       0.7634769       0.7721189       0.7897325       0.8258997       0.8943547
918     0.7578198       0.757996        0.7587716       0.7608075       0.7651527       0.7738172       0.7914167       0.8274386       0.8954019
919     0.7595721       0.7597572       0.7605566       0.7626236       0.7669993       0.7756833       0.7932598       0.8291133       0.8965347
920     0.7614392       0.7616335       0.7624569       0.7645552       0.7689606       0.7776615       0.7952077       0.8308758       0.8977211
921     0.7633055       0.7635087       0.7643557       0.7664843       0.7709182       0.7796344       0.7971477       0.8326272       0.8988966
922     0.7651693       0.7653812       0.7662512       0.7684093       0.7728705       0.7816001       0.799078        0.8343659       0.90006
923     0.7670306       0.767251        0.7681434       0.77033         0.7748174       0.7835586       0.8009984       0.8360919       0.9012114
924     0.7688892       0.769118        0.7700322       0.7722465       0.7767587       0.7855098       0.802909        0.8378053       0.9023511
