# LST mirror reflectivity curve, from Koji Noda, 2018-03-15.
# Sorted in ascending order (KB), scaled from percentage to absolute numbers.
# wavelength[nm]	reflectivity[%]	1sigma[%]	
611	 0.870927 1.27271
611.5	 0.870592 1.27242
612	 0.870158 1.27492
612.5	 0.869746 1.27797
613	 0.869204 1.27913
613.5	 0.868874 1.27825
614	 0.868522 1.27916
614.5	 0.868262 1.28158
615	 0.867797 1.28272
615.5	 0.867585 1.28125
616	 0.867368 1.28023
616.5	 0.867129 1.28041
617	 0.866761 1.28187
617.5	   0.8665 1.27816
618	 0.866187 1.27816
618.5	  0.86583 1.27947
619	 0.865418 1.28018
619.5	 0.865058 1.2834
620	 0.864693 1.2853
620.5	 0.864257 1.28841
621	 0.863782 1.29116
621.5	 0.863327 1.29242
622	 0.863015 1.29568
622.5	 0.862561 1.29945
623	  0.86219 1.30132
623.5	 0.861811 1.30223
624	 0.861525 1.30508
624.5	 0.861114 1.30681
625	 0.860782 1.30664
625.5	 0.860343 1.30653
626	 0.859901 1.30591
626.5	 0.859426 1.30995
627	 0.859023 1.30981
627.5	 0.858763 1.30893
628	  0.85842 1.31194
628.5	 0.858127 1.31355
629	 0.857627 1.31405
629.5	 0.857136 1.31556
630	 0.856794 1.3158
630.5	 0.856185 1.31707
631	 0.855662 1.3172
631.5	 0.855113 1.31722
632	 0.854712 1.31777
632.5	 0.854426 1.32029
633	 0.853918 1.3206
633.5	 0.853638 1.32059
634	 0.853246 1.32066
634.5	 0.852871 1.32098
635	 0.852601 1.32407
635.5	 0.852343 1.32399
636	 0.851995 1.32421
636.5	 0.851563 1.32668
637	  0.85114 1.32892
637.5	 0.850841 1.32998
638	 0.850363 1.33118
638.5	 0.849877 1.33031
639	 0.849604 1.33026
639.5	 0.849164 1.32783
640	 0.848733 1.32758
640.5	 0.848231 1.33058
641	 0.847972 1.33146
641.5	 0.847485 1.33182
642	 0.846999 1.33453
642.5	 0.846592 1.33581
643	 0.846308 1.33951
643.5	 0.845971 1.33937
644	 0.845594 1.34013
644.5	 0.845326 1.34173
645	 0.844992 1.34227
645.5	 0.844639 1.34524
646	 0.844294 1.34672
646.5	 0.843884 1.34634
647	 0.843495 1.34848
647.5	 0.842951 1.35004
648	 0.842499 1.35205
648.5	 0.841967 1.3518
649	 0.841475 1.35378
649.5	 0.840989 1.35293
650	 0.840564 1.35459
650.5	 0.840035 1.3548
651	 0.839642 1.35542
651.5	 0.839171 1.35417
652	 0.838893 1.35304
652.5	   0.8386 1.35395
653	 0.838189 1.35414
653.5	 0.837937 1.35771
654	 0.837564 1.35766
654.5	 0.837254 1.35867
655	  0.83669 1.35916
655.5	 0.836196 1.36048
656	 0.835812 1.35991
656.5	 0.835288 1.35986
657	 0.834776 1.35989
657.5	 0.834305 1.36083
658	 0.833938 1.36202
658.5	 0.833489 1.3629
659	  0.83293 1.36565
659.5	 0.832459 1.36666
660	 0.831994 1.36656
660.5	 0.831462 1.36823
661	 0.830985 1.36736
661.5	 0.830618 1.36621
662	 0.830308 1.36744
662.5	 0.829948 1.3668
663	 0.829569 1.36793
663.5	 0.829239 1.36943
664	  0.82872 1.37302
664.5	 0.828365 1.3736
665	 0.827883 1.37455
665.5	  0.82749 1.37654
666	 0.827073 1.37897
666.5	  0.82672 1.38213
667	 0.826415 1.38061
667.5	 0.826203 1.38091
668	 0.825986 1.38279
668.5	 0.825615 1.38394
669	 0.825135 1.38369
669.5	 0.824777 1.3836
670	 0.824352 1.38362
670.5	 0.823993 1.38364
671	 0.823504 1.38175
671.5	 0.823085 1.38146
672	 0.822866 1.38114
672.5	 0.822374 1.3803
673	 0.821927 1.38081
673.5	 0.821531 1.38276
674	 0.821163 1.3832
674.5	  0.82078 1.38207
675	 0.820446 1.38235
675.5	 0.819911 1.38357
676	 0.819563 1.38318
676.5	 0.818955 1.38644
677	 0.818567 1.38867
677.5	 0.817804 1.39086
678	 0.817181 1.39214
678.5	 0.816653 1.39461
679	  0.81618 1.39437
679.5	 0.815748 1.39492
680	 0.815344 1.39314
680.5	  0.81491 1.39265
681	 0.814731 1.39242
681.5	 0.814283 1.39322
682	 0.813942 1.39313
682.5	 0.813476 1.3947
683	  0.81311 1.39435
683.5	 0.812633 1.39517
